id,name,cuisine,type,tel,tag,entr_location,address,adcode,adname,pname,biz_type,cityname,business_area,location,cost,rating,meal_ordering,photo_url_first
B0KULZ1XA8,宴归坊•臻味江浙菜(锦尊店),浙菜,餐饮服务;餐饮相关场所;餐饮相关,,,,锦尊路312号1-2层,310115,浦东新区,上海市,diner,上海市,六里,"121.530856,31.182054",,4.6,0,https://aos-comment.amap.com/B0KULZ1XA8/comment/content_media_external_images_media_7417_ss__1740112614987_58196573.jpg
B0IK15LJTU,胖哥俩肉蟹煲(上海南汇店),浙菜,餐饮服务;中餐厅;中餐厅,021-61005195,"鸡爪,鸡爪煲,牛蛙煲,鸡翅煲","121.763921,31.05379",惠南镇城东路380、382、384号,310115,浦东新区,上海市,diner,上海市,惠南,"121.763826,31.053203",,4.5,0,https://aos-comment.amap.com/B0IK15LJTU/comment/0ca046be6eeb412a8430329aca732d3c_2048_2048_80.jpg
B0FFF6XGCB,丰收日(高行店),浙菜,餐饮服务;中餐厅;浙江菜,021-60870177;021-60870178;4008205757,"酸菜鱼,五谷丰登,海鲜面疙瘩,葱油花蛤,点心","121.60956,31.292758",东靖路1881号万嘉商业广场3楼,310115,浦东新区,上海市,diner,上海市,,"121.610227,31.293540",116.00,4.3,0,https://aos-comment.amap.com/B0FFF6XGCB/comment/ACA200FA_226E_46F2_A77A_8D602E937B0F_L0_001_9fc720d3ffb87bc7d9ae3f17db1ceb87_1712147248192_9b590d18.jpg
B0FFKK4HA7,丰收日(唐镇店),浙菜,餐饮服务;餐饮相关场所;餐饮相关,021-50966878,"葱油蒸深海大黄鱼,雪菜鱼籽白米虾,白蟹豆腐煲,蛤蜊炖蛋,特色酥豆煲,脆皮牛肉,铁板鱿鱼,茴香蚕豆,东海带鱼,松仁鲜虾皮,新腊味咸鱼拼,红烧虾潺豆腐,牡蛎跑蛋,葱油海瓜子,雪菜黄鱼汤馄饨,椒盐龙头烤,东海三鲜（红烧/清蒸）,东海三鲜-红烧,宁波老三拼,老妈烧鲳鱼,膏蟹抱盐黄鱼蒸肉饼,双椒蒸蛏子,葱油膏蟹,丰收日大排档,咸鱼,鸡肉,点心,酸菜鱼",,高科东路恒生万鹏广场,310115,浦东新区,上海市,diner,上海市,,"121.651059,31.210785",100.00,4.4,0,http://store.is.autonavi.com/showpic/675a38eb16778e2211aac603f81d97bc
B0015782OP,桂满陇(长宁龙之梦城市生活中心店),浙菜,餐饮服务;中餐厅;上海菜,13003281612;13003286189;4008777257,"吮指鸡爪,一桶奇味虾,孜然菠菜,甜筒色拉,东坡肉,越士文火小牛肉,南乳花蛤,烤榴莲,家烧千岛湖大鱼头,香葱吴山烧土鸡,西湖醋鱼,手撕包菜,糖醋里脊,镇店卤脆肠,石锅沃豆腐,素菜,海鲜面疙瘩,扬州炒饭","121.415984,31.218309",长宁路1018号龙之梦购物中心8楼蓝中庭,310105,长宁区,上海市,diner,上海市,中山公园,"121.416079,31.218885",81.00,4.4,0,http://store.is.autonavi.com/showpic/618e2b9a70c7521b71b7f64533a2f01d
B0GRPAL1T0,舟山渔村(周家嘴路店),浙菜,餐饮服务;中餐厅;海鲜酒楼,021-65857717;021-65857779,,,溧阳路507号,310109,虹口区,上海市,diner,上海市,上海北外滩中心,"121.492478,31.253128",195.00,4.6,0,http://store.is.autonavi.com/showpic/3cc5ee1e77f019b4b6a4f777da69b282
B0K2S19LQG,晶桂坊.浙菜.家宴,浙菜,餐饮服务;中餐厅;中餐厅,18917298770,,"121.343380,31.254430",华江公路129弄2幢1层A区2层,310114,嘉定区,上海市,diner,上海市,丰庄,"121.343171,31.254533",,4.7,0,http://store.is.autonavi.com/showpic/0c3ff491e48c3b4b937c3e9e92a4b322
B0KRPKAZRT,钱珑·江浙菜,浙菜,餐饮服务;中餐厅;中餐厅,,,"121.406975,31.251879",真如镇街道曹杨路LOVE大都会二楼(龙头位置),310107,普陀区,上海市,diner,上海市,真如,"121.407387,31.251972",,4.7,0,https://aos-comment.amap.com/B0KRPKAZRT/comment/19379bd8ba7601bd28c4219728f54c2a_2048_2048_80.jpg
B0I644TX1B,溏会(中信泰富广场店),浙菜,餐饮服务;中餐厅;上海菜,021-63803777;16601970919,大鱿鱼,,南京西路1168号中信泰富广场L4层416-417,310106,静安区,上海市,diner,上海市,淮海路,"121.455300,31.227750",,4.4,0,https://aos-comment.amap.com/B0I644TX1B/comment/0443D92D_3919_4DF0_A6FA_F974FBCE85F4_L0_001_1512_2016_1733324301933_44403966.jpg
B0G14GDR8H,新白鹿(百联金山店),浙菜,餐饮服务;中餐厅;浙江菜,021-31771287,"很脆的松露豆腐,秘制烤肉,一品开背虾,酱烤活鲈鱼,冰淇淋烤布雷,蒜蓉粉丝扇贝,蛋黄鸡翅,鲈鱼,糖醋排骨,糖醋里脊","121.347344,30.733464",卫清西路188号百联金山2楼,310116,金山区,上海市,diner,上海市,卫清路,"121.347852,30.732262",55.00,4.6,0,http://store.is.autonavi.com/showpic/5a9a14d97b9932432246f35e9bacdfd0
B0K30SYIDQ,绿茶餐厅(上海爱琴海店),浙菜,餐饮服务;中餐厅;浙江菜,17300523767,"麻婆豆腐,鸡肉,豆腐,辣椒炒肉,面包诱惑","121.374115,31.175039",虹井路120弄6号601室F6206号,310112,闵行区,上海市,diner,上海市,龙柏,"121.373348,31.174940",,4.5,0,http://store.is.autonavi.com/query_pic?id=stdcc12055-8642-4c5c-ad45-41aa171d70c3&user=search&operate=original
B0IBC549MK,老娘舅(太阳CITY店),浙菜,餐饮服务;快餐厅;快餐厅,021-53555235;18252040561,"炖蛋,梅干菜扣肉,蜜汁鸡翅,杨梅汁,冰镇黄桃,鱼肉狮子头,江南红烧鱼,水蒸蛋千张包,茶树菇老鸭,橙汁",,恒丰路299号太阳CITY F1层,310106,静安区,上海市,diner,上海市,不夜城,"121.457212,31.242823",36.00,4.3,0,http://store.is.autonavi.com/showpic/c2772e99e9ac95baf9c7e27c2a5191ba
B0015728N1,老娘舅(上海新国际博览中心店),浙菜,餐饮服务;中餐厅;中餐厅,021-20367518;15221739063,"蒸蛋,辣子鸡,板栗烧鸡,牛肉,鸡肉,梅干菜扣肉,梅干菜扣肉饼,梅菜扣肉,红烧鱼,五花肉","121.568255,31.212166",龙阳路2345号新国际博览中心N3-N4室连接厅2层,310115,浦东新区,上海市,diner,上海市,,"121.568231,31.212317",48.00,4.3,0,http://store.is.autonavi.com/showpic/63eee03d944451a0771778162f25c3c0
B0FFH9KL3D,江南里(中山北路辅路店),浙菜,餐饮服务;中餐厅;浙江菜,13311610063,"蛋黄鸡翅,年糕,鸡爪,鸡丝凉面,大煮干丝,宋嫂鱼羹,牛蛙,卤鸡爪","121.411592,31.231275",中山北路3300号环球港花园大厅B1层B1242,310107,普陀区,上海市,diner,上海市,曹杨,"121.413136,31.234860",85.00,4.5,0,https://aos-comment.amap.com/B0FFH9KL3D/comment/762f7a2f7ef13b9a0c88f4c80acee9cc_2048_2048_80.jpg
B0FFKA4S5Q,新白鹿(百联南桥店),浙菜,餐饮服务;中餐厅;中餐厅,021-31066978,"一品开背虾,秘制烤肉,酱烤活鲈鱼,冰淇淋烤布雷,蒜蓉粉丝扇贝,蛋黄鸡翅,很脆的松露豆腐,口水鸡,牛蛙,鸡翅,糖醋里脊,糖醋排骨,鲈鱼,酸菜鱼,豆腐",,南桥镇百齐路588号百联南桥购物中心4F,310120,奉贤区,上海市,diner,上海市,南桥,"121.484658,30.915022",50.00,4.4,0,http://store.is.autonavi.com/query_pic?id=st7e130d8d-6a47-4fa4-81a8-91b6f61d1d70&user=search&operate=original
B00156M163,秋林阁(闵行华师大店),浙菜,餐饮服务;中餐厅;中餐厅,021-54342779,"酒酿圆子,农家小炒肉,夫妻肺片,藤椒鱼","121.4581,31.034308",虹梅南路5800号华师大研究生公寓秋林阁2层,310112,闵行区,上海市,diner,上海市,吴泾,"121.457841,31.034824",38.00,4.4,0,https://aos-comment.amap.com/B00156M163/comment/db720ead8db77e99246b328ee7240026_2048_2048_80.jpg
B0FFHJXCU1,张生记(上海丁香国际商业中心店),浙菜,餐饮服务;中餐厅;浙江菜,021-68583307,"特色甜豆,小鲍鱼扒鹅掌,宝塔肉,黄鱼响铃,西湖醋笋壳鱼,古法蒸鲥鱼,招牌素鲍鱼,上品卤鸭,大黄鱼烧年糕,东坡肉,东坡文火焖牛肉,杭式熏黄鱼,龙井虾仁,笋干老鸭煲,老鸭煲,卤鸭","121.552292,31.225548",丁香路858号上海丁香国际商业中心F3层,310115,浦东新区,上海市,diner,上海市,洋泾,"121.551609,31.225433",185.00,4.3,0,http://store.is.autonavi.com/showpic/f8e62756684dd0f41766a87f9eac78ef
B0H1TDGNWD,滨江荟餐厅(滨江大道店),浙菜,餐饮服务;中餐厅;浙江菜,021-58377879;13585946560;13761687979,"梅干菜饼,杨枝甘露","121.524601,31.244154",滨江大道1588号2楼E201,310115,浦东新区,上海市,diner,上海市,,"121.524604,31.244097",,4.5,0,https://aos-comment.amap.com/B0H1TDGNWD/comment/5bb200f508f0a7f0bcc1f0b748afea4e_2048_2048_80.jpg
B0I39H0L7M,瑞泰和江南宴江南(静安星座店),浙菜,餐饮服务;中餐厅;浙江菜,021-52896177,"烤鸭,红烧肉,鸡肉,猪手,油条,醉虾,片皮鸭,鸭肉,鲍鱼,甲鱼,老母鸡,年夜饭","121.442700,31.224822",北京西路1718号静安星座4楼,310106,静安区,上海市,diner,上海市,,"121.442781,31.224978",236.00,4.5,0,https://aos-comment.amap.com/B0I39H0L7M/headerImg/fe644ad9fafe70e5afe493278b55ac39_2048_2048_80.jpg
B0FFL9W2P1,丰收日(曲阳店),浙菜,餐饮服务;中餐厅;浙江菜,021-64142678,"东海三鲜-红烧,宁波老三拼,老妈烧鲳鱼,膏蟹抱盐黄鱼蒸肉饼,双椒蒸蛏子,葱油膏蟹,丰收日大排档,葱油蒸深海大黄鱼,雪菜鱼籽白米虾,白蟹豆腐煲,蛤蜊炖蛋,特色酥豆煲,脆皮牛肉,铁板鱿鱼,茴香蚕豆,东海带鱼,松仁鲜虾皮,新腊味咸鱼拼,红烧虾潺豆腐,牡蛎跑蛋,葱油海瓜子,雪菜黄鱼汤馄饨,椒盐龙头烤,东海三鲜（红烧/清蒸）,毛血旺,春卷,薯条,椒盐排条,烤鸭,宁波菜,红烧肉,虾仁,咸鱼",,曲阳路800号百联曲阳购物中心L5层L5-108,310109,虹口区,上海市,diner,上海市,曲阳地区,"121.492325,31.286474",115.00,4.3,0,https://aos-comment.amap.com/B0FFL9W2P1/comment/46F01EEB_B6AA_4660_A38A_446475CBD15E_L0_001_1506_2008_1738922700376_96013109.jpg
B0FFHWAJI4,桂满陇(上海第一八佰伴店),浙菜,餐饮服务;中餐厅;中餐厅,13023158072;13062779209;15290569062,"吮指鸡爪,荷田冰粉,吮指鸡爪(2只),草扎肉,鸡丝拌面,冰镇糖醋里脊,葱油拌面,红糖麻糍,江南菜,东坡肉",,张杨路501号上海第一八佰伴9楼(近9号线商城路地铁站),310115,浦东新区,上海市,diner,上海市,陆家嘴,"121.516700,31.227817",81.00,4.5,0,https://aos-comment.amap.com/B0FFHWAJI4/comment/0962251178eafb0445bef29d7d736b33_2048_2048_80.jpg
B0KGJA0N67,绿茶餐厅(上海华润国华店),浙菜,餐饮服务;中餐厅;中餐厅,18879747879,"红烧肉,豆丝,烤鸡","121.511528,31.311506",闸殷路1555号3层314-316号商铺,310110,杨浦区,上海市,diner,上海市,五角场,"121.511147,31.311745",,4.4,0,https://aos-comment.amap.com/B0KGJA0N67/comment/65f00cc8698e0f3afe465c3be080e1c3_2048_2048_80.jpg
B0FFK549RF,浙里(前滩企业天地店),浙菜,餐饮服务;中餐厅;浙江菜,021-58645775,"海鲜小咖,招聘酱油肉,温火小炒肉,小鱼,干锅蚕豆,生态黄鱼,雪菜墨鱼,番茄牛肉滑蛋,蒜蓉银丝扇贝,南方姜茶鸭,葱油蛏子,麻辣乌鸡凤爪,鸭舌,温州炒粉干,海鲜浓汤脆米泡饭,搓椒脆皮黑猪粒,炒粉丝,小炒肉","121.481517,31.157571",东育路255弄S2号楼2层,310115,浦东新区,上海市,diner,上海市,三林,"121.481854,31.157429",124.00,4.3,0,http://store.is.autonavi.com/showpic/d3432303a4b787c4fad52aaabee29f8f
B0JAD6DD3O,新白鹿(静安大融城店),浙菜,餐饮服务;中餐厅;中餐厅,021-56511728,"鲈鱼,糖醋里脊,蛋黄鸡翅,糖醋排骨,鱼羊鲜",,沪太路1111弄10号静安大融城1号楼3层,310106,静安区,上海市,diner,上海市,彭浦镇,"121.427358,31.280446",,4.7,0,https://aos-comment.amap.com/B0JAD6DD3O/comment/688d323c40896d342e2807f77962d758_2048_2048_80.jpg
B0FFGRO483,外婆家(上海奉贤宝龙城店),浙菜,餐饮服务;中餐厅;浙江菜,021-33657201,"外婆家红烧肉,叫花鸡,茶香鸡,杭椒铁斗蛙,西施豆腐,蒜蓉开边粉丝虾,松子桂鱼,外婆小炒,外婆炖蛋,外婆小牛肉,火焰糯米酱鸭,板栗娃娃菜,马家沟芹菜,金牌油条虾,桂花山药,红烧肉,糖醋排骨,龙井虾仁,西湖醋鱼,酸菜鱼",,航南公路5699号奉贤宝龙城市广场2号楼3层,310120,奉贤区,上海市,diner,上海市,南桥,"121.462510,30.930277",67.00,4.5,0,http://store.is.autonavi.com/showpic/303d945d1a247eb2d49ba26c485a7f8c
B0FFJKH21Z,丰收日新食纪(嘉定万达店),浙菜,餐饮服务;中餐厅;浙江菜,13866466165,"葱油蒸深海大黄鱼,雪菜鱼籽白米虾,白蟹豆腐煲,蛤蜊炖蛋,特色酥豆煲,脆皮牛肉,铁板鱿鱼,茴香蚕豆,东海带鱼,松仁鲜虾皮,新腊味咸鱼拼,红烧虾潺豆腐,牡蛎跑蛋,葱油海瓜子,雪菜黄鱼汤馄饨,椒盐龙头烤,东海三鲜（红烧/清蒸）,东海三鲜-红烧,宁波老三拼,老妈烧鲳鱼,膏蟹抱盐黄鱼蒸肉饼,双椒蒸蛏子,葱油膏蟹,丰收日大排档,蒜香排骨,咸鱼,虾蟹,馄饨皮","121.255368,31.328567",胜辛路426号嘉定万达广场5层520,310114,嘉定区,上海市,diner,上海市,,"121.254919,31.331086",107.00,4.4,0,http://store.is.autonavi.com/showpic/56424ebc8bcfdef904b6cca5212bbbf0
B0HAU9T9RK,伙靠·本帮江浙菜(比斯特上海购物村店),浙菜,餐饮服务;中餐厅;中餐厅,021-50206377;13818059215,"梅干菜烧饼,老北京烤鸭,烤饼",,申迪东路88号比斯特上海购物村F1层,310115,浦东新区,上海市,diner,上海市,,"121.680012,31.138842",124.00,4.4,0,http://store.is.autonavi.com/showpic/54f15b7dac86bdc6b7d7dfd7b653d86b
B0JUPSULVR,申梦宴·浙菜·海鲜,浙菜,餐饮服务;中餐厅;中餐厅,,,"121.393776,31.268842",真北路2980号1楼(李子园地铁站2号口步行340米),310107,普陀区,上海市,diner,上海市,桃浦,"121.393570,31.268671",,4.5,0,http://store.is.autonavi.com/showpic/cb3abc3cf224e34e3c718dba7327fbc3
B00156CPLL,小绍兴(丽园路店),浙菜,餐饮服务;中餐厅;中餐厅,021-63164199;15901966885;18917866316,"精选白斩鸡,原味鸡粥,无锡小笼包,锅贴,鸡鸭血汤,本帮糟溜鱼片,会跳舞的茄子,特色鸡骨酱面,麻辣水煮鱼,牛油虾,酱爆鳝背,葱油拌面,酸菜鱼,椒盐排条,杭式虾爆鳝,口水鸡,白斩鸡,酱鸭",,丽园路26号1楼(陆家浜路地铁站2号口步行420米),310101,黄浦区,上海市,diner,上海市,制造局路,"121.489584,31.210823",47.00,4.3,0,http://store.is.autonavi.com/showpic/067436b6657913ba27be3699f5719a0e
B0KKJZYJGL,南孔宴·衢州味道(东方路店),浙菜,餐饮服务;中餐厅;中餐厅,021-58957116;13122725501,,,耶里夏丽东北门旁(浦电路地铁站4号口步行300米),310115,浦东新区,上海市,diner,上海市,,"121.527719,31.222614",,4.5,0,https://aos-comment.amap.com/B0KKJZYJGL/comment/86C842FC_E400_4863_A350_E85431C01B30_L0_001_1500_2000_1743418305404_11775507.jpg
B0KAA4B5BE,桂满陇(上海五角场万达广场店),浙菜,餐饮服务;餐饮相关场所;餐饮相关,13023192660;13122800385,"叫花鸡,凤爪,豆腐,糖醋里脊","121.513038,31.300215",邯郸路608弄21号万达广场F1层,310110,杨浦区,上海市,diner,上海市,五角场,"121.513846,31.300716",,4.6,0,http://store.is.autonavi.com/showpic/ddd894538071705b2f11d2e9ba4107ef
B0J6CULN9B,桂满陇江南市集(迪士尼小镇旗舰店),浙菜,餐饮服务;中餐厅;浙江菜,,,"121.660213,31.140803",申迪西路255弄780号1-2,310115,浦东新区,上海市,diner,上海市,,"121.660110,31.140776",,4.6,0,http://store.is.autonavi.com/showpic/6a1e19818b1b5a61de2fefe3c4c41b94
B0FFLO9Z0B,浙片海(兰庭商务广场店),浙菜,餐饮服务;中餐厅;浙江菜,021-33502977;021-33506977,蔬菜沙拉,"121.355277,31.146666",七莘路2407号兰庭商务广场F2层,310112,闵行区,上海市,diner,上海市,七宝,"121.354804,31.146777",206.00,4.5,0,http://store.is.autonavi.com/showpic/fb2245142de2a597844ee2c8432dc504
B0IG453VCO,江南宴餐厅(证大·大拇指广场店),浙菜,餐饮服务;中餐厅;上海菜,021-50207217;021-58829576,果木烤鸭,,芳甸路185弄大拇指广场3楼,310115,浦东新区,上海市,diner,上海市,洋泾,"121.558999,31.227108",,4.5,0,https://aos-comment.amap.com/B0IG453VCO/comment/content_media_external_images_media_1000009613_ss__1743743999670_24065487.jpg
B0J2HSABA1,江南里黑金店(龙华会店),浙菜,餐饮服务;中餐厅;中餐厅,17821815855,,,龙华路2778号上海龙华会LG2层,310104,徐汇区,上海市,diner,上海市,龙华,"121.454094,31.173777",,4.6,0,http://store.is.autonavi.com/showpic/e3abcb822bb55ae2f6685e70d7e10139
B0FFH9AOZT,老娘舅(上海漕溪路地铁站店),浙菜,餐饮服务;快餐厅;快餐厅,15669021860,"茶树菇老鸭,橙汁,炖蛋,梅干菜扣肉,蜜汁鸡翅,杨梅汁,冰镇黄桃,鱼肉狮子头,江南红烧鱼,水蒸蛋千张包,鱼香肉丝,无骨鱼,红烧鱼,蒸蛋","121.437976,31.176807",地铁三号线漕溪路站3号出口老娘舅餐厅(漕溪路地铁站3号口旁),310104,徐汇区,上海市,diner,上海市,龙华,"121.437813,31.177029",72.00,4.4,0,http://store.is.autonavi.com/showpic/02f8be33b70e78cf1e4cf91b9161f42a
B0FFG9018X,梁家大院(百金汉广场店),浙菜,餐饮服务;中餐厅;中餐厅,021-59903777;18121430176,"小炒黄牛肉,金华麻糍,生炒土鸡,梁家豆腐,老鸭煲,红烧肉,养身土鸡汤,缙云烧饼,香芋扣肉,柠檬凤爪,农家菜,鸡肉,豆腐,神仙鸡,烤羊排","121.274671,31.327842",马陆镇宝安公路3635号,310114,嘉定区,上海市,diner,上海市,马陆,"121.274870,31.327595",100.00,4.6,0,http://store.is.autonavi.com/showpic/2a95680502e0787cdda8e43f0aa95030
B00155L93B,八仙桌食府(盘古路),浙菜,餐饮服务;中餐厅;浙江菜,021-66795179,绍三鲜,"121.488708,31.410187",盘古路227-1号,310113,宝山区,上海市,diner,上海市,,"121.488623,31.410336",102.00,4.5,0,http://store.is.autonavi.com/showpic/c77fd463b4ba442cb001dfbce94e661e
B0I3UUNH96,顾伯伯农家菜(陈家镇大桥店),浙菜,餐饮服务;中餐厅;上海菜,18101846912,"红烧肉,蛋饺,崇明糕,红烧带鱼,河虾,红烧河鳗,白斩鸡,农家菜","121.776927,31.517010",中兴镇红星村437号,310151,崇明区,上海市,diner,上海市,,"121.776791,31.516890",,4.8,0,http://store.is.autonavi.com/showpic/7c6fb03864575fc2034010e49f1d4f46
B0FFI0QTB0,莉园,浙菜,餐饮服务;中餐厅;广东菜(粤菜),021-63778887,石锅海胆豆腐,"121.454343,31.201652",肇嘉浜路500号院内小洋楼,310104,徐汇区,上海市,diner,上海市,岳阳,"121.454258,31.201741",718.00,4.3,0,https://aos-comment.amap.com/B0FFI0QTB0/comment/5cccc8fc7d6fd0c64dcb05595d66c170_2048_2048_80.jpg
B0JKF1ZJ2U,申荷秋月江浙菜(盛泰国际大厦店),浙菜,餐饮服务;中餐厅;中餐厅,18321803749,,"121.491462,31.262722",四平路200号盛泰国际大厦(海伦路地铁站7号口步行460米),310109,虹口区,上海市,diner,上海市,四平路,"121.491448,31.262846",,4.6,0,https://aos-comment.amap.com/B0JKF1ZJ2U/comment/content_media_external_images_media_1000014176_ss__1726089327475_62054492.jpg
B0FFM8XH6N,绍兴名府(上海环球商业广场店),浙菜,餐饮服务;中餐厅;中餐厅,021-35073827;18221187826,,,永吉路9号上海环球商业广场F2层,310110,杨浦区,上海市,diner,上海市,延吉,"121.531501,31.288251",99.00,4.3,0,http://store.is.autonavi.com/showpic/08c905ae49966aa1cdcd62a8e735a1d8
B0K32A2ZCK,绿茶餐厅(上海美兰湖店),浙菜,餐饮服务;中餐厅;浙江菜,15800302178,,,沪太公路6938号中集·美兰湖金地广场,310113,宝山区,上海市,diner,上海市,美兰湖,"121.349128,31.400334",,4.3,0,http://store.is.autonavi.com/query_pic?id=stdcc12055-8642-4c5c-ad45-41aa171d70c3&user=search&operate=original
B0IRXRXMRP,新白鹿餐厅(嘉定大融城店),浙菜,餐饮服务;中餐厅;浙江菜,021-69110899,"冰淇淋烤布蕾,西湖宝塔肉,蛋黄鸡翅,一品开背虾,杭椒爆炒牛肉,酱烤活鲈鱼,鲈鱼,烤肉,冰激淋,糖醋排骨,烤鲈鱼","121.278353,31.329374",宝安公路3386号大融城4F,310114,嘉定区,上海市,diner,上海市,马陆,"121.279999,31.330580",,4.6,0,http://store.is.autonavi.com/showpic/2eb8549beb08904a054be74946066bc2
B0K1K1M4E6,绿茶餐厅(上海长宁大融城店),浙菜,餐饮服务;餐饮相关场所;餐饮相关,,,,淞虹路377号长宁Art Park大融城B2层,310105,长宁区,上海市,diner,上海市,北新泾,"121.359654,31.217118",,4.4,0,http://store.is.autonavi.com/query_pic?id=stdcc12055-8642-4c5c-ad45-41aa171d70c3&user=search&operate=original
B0K2CAXAZ6,聚鑫阁.非遗传承江浙菜(丰庄店),浙菜,餐饮服务;餐饮相关场所;餐饮相关,021-60743143;15601689917,,"121.364811,31.253750",曹安公路1688号1层01室-2层01室,310114,嘉定区,上海市,diner,上海市,丰庄,"121.364583,31.253845",,4.6,0,http://store.is.autonavi.com/showpic/e91a7420f35c1c98f59e3bcc07814eb1
B0HD3CP77D,席作·福建会馆(新天地时尚一期店),闽菜,餐饮服务;餐饮相关场所;餐饮相关,021-57776799;021-58776799,"土笋冻,蟹肉,芋头,姜母鸭",,马当路177号新天地时尚1期5层席作,310101,黄浦区,上海市,diner,上海市,新天地石库门街区,"121.474702,31.218603",523.00,4.7,0,https://aos-comment.amap.com/B0HD3CP77D/comment/b34ec971c453610949a1f5e5f4e91779_2048_2048_80.jpg
B0HGL4MXEJ,临家闽南宴(正大广场店),闽菜,餐饮服务;中餐厅;中餐厅,021-68887776,"蟹肉,鸡汤,鸭肉,土笋冻,姜母鸭,鱿鱼,沙茶,油条,紫菜,豆腐,花胶,面线",,陆家嘴西路168号正大广场7F,310115,浦东新区,上海市,diner,上海市,陆家嘴,"121.498095,31.236587",225.00,4.8,0,http://store.is.autonavi.com/showpic/51926ebbb930a4b6107758f82a9be19f
B0FFK6NWHL,遇外滩(BFC外滩金融中心店),闽菜,餐饮服务;中餐厅;福建菜,,,,中山东二路600号BFC外滩金融中心南区三层,310101,黄浦区,上海市,diner,上海市,城隍庙,"121.498458,31.226455",759.00,4.7,0,http://store.is.autonavi.com/showpic/8d360f456d284dcc29a4bac8c089485f
B0IB2USD0M,榕府·新闽菜(金钟广场店),闽菜,餐饮服务;中餐厅;福建菜,021-53833557,"打边炉雪花牛肉,三葱爆大波龙,草头河虾,榕港特色,招牌油煎红膏蟹,蟹粉豆腐,虾球,长寿面,佛跳墙,芋泥,鱿鱼","121.479361,31.225891",淮海中路98号601BC室(大世界地铁站3号口步行80米),310101,黄浦区,上海市,diner,上海市,北京路,"121.479262,31.225646",450.00,4.5,0,http://store.is.autonavi.com/showpic/14fe0dc3b2ff739bc6ce09dfe1821a9a
B0FFHCZGCX,莆田(世博源店),闽菜,餐饮服务;中餐厅;中餐厅,021-68888120,"铁板盐焗蛏,大白菜炖软豆腐,酥炒芋芯,紫菜拌蝦米,莆田扁肉汤,招牌卤面,百秒黄花鱼,虾苗拌头水紫菜,海蛎煎蛋,福建海鲜卤面,冰浸苦瓜,荔枝肉,猪蹄,黄花鱼,紫菜,芋头,海鲜面,卤面,猪手","121.492463,31.184891",世博大道1368号世博源3区L1层3L101-03,310115,浦东新区,上海市,diner,上海市,上南地区,"121.492611,31.184810",116.00,4.7,0,http://store.is.autonavi.com/showpic/2b5757af9fc5529b66835b9b90159444
B0HBR63BFQ,荣先森·福建菜(人广来福士店),闽菜,餐饮服务;中餐厅;福建菜,021-63300157;17821239237,"古法鲜黄花鱼汤,香辣水煮小管,古早味炸芋枣,闽南炸醋肉,闽南姜母鸭,白灼小管,海蛎煎,鱼汤,小鱿鱼,鸭肉","121.476051,31.232163",西藏中路268号人广来福士6楼(人民广场地铁站15号口旁),310101,黄浦区,上海市,diner,上海市,北京路,"121.476312,31.232286",100.00,4.6,0,https://aos-comment.amap.com/B0HBR63BFQ/comment/906b9e94a58d8203dc9412be4f2f09f7_2048_2048_80.jpg
B0FFKSF13J,甲东南(东方路店),闽菜,餐饮服务;中餐厅;中餐厅,021-58701107,"土笋冻,猪肝,虾酱,红烧肉,鱼饺",,东方路1486-1号(蓝村路地铁站3号口步行50米),310115,浦东新区,上海市,diner,上海市,塘桥,"121.527322,31.211498",99.00,4.4,0,https://aos-comment.amap.com/B0FFKSF13J/comment/b66e7ae009cf9768aac18cb4cc83f4b6_2048_2048_80.jpg
B0KA1LLD9P,临家闽南宴(七宝宝龙城店),闽菜,餐饮服务;餐饮相关场所;餐饮相关,021-50788887,"鱿鱼,薄饼,沙茶,姜母鸭,牛肉,豆腐,套肠,花胶,蟹肉,蟹黄,油条,鸭肉,土笋冻",,漕宝路沿河别墅第二排(近漕宝路),310112,闵行区,上海市,diner,上海市,七宝,"121.354603,31.157511",,4.8,0,https://aos-comment.amap.com/B0KA1LLD9P/comment/6e3dba60dbe00cc1eb23bbdabce873a0_2048_2048_80.jpg
B0KG7ZRMAH,海湾荟·Gulf- Morning Star,闽菜,体育休闲服务;娱乐场所;KTV|餐饮服务;餐饮相关场所;餐饮相关,16621695105,"潮汕老卤狮头鹅,辣酒汁浸花螺,清炒手剥虾仁,闽式厦门土笋冻,鸡汤大漳港蚌,沙茶焗纽龙,15年老萝卜酱蒸东海,M9战斧牛排,鲜美多汁,牛排,永春桃溪炸醋肉,红粉佳人,桂花蜂蜜石花冻,葱头油肉汁焗荔浦芋,酱油水煮黄花鱼,闽南招牌卤面,锦绣点心拼盘,酱椒百花焗大黄鱼,樟树港辣椒炒带子,厦门红鲟蒸米糕,脆砂肠龙岩腐竹（1）,老闽福建五香卷,玻璃脆皮乳鸽,鹭岛沙茶煮海味,黄金酸汤雪花牛肉,闽北土烧甲鱼,佛跳墙,巴浪鱼,沙茶,鸡汤","121.481833,31.232282",广东路500号世贸大厦40楼,310101,黄浦区,上海市,,上海市,北京路,"121.481787,31.232604",,4.4,0,http://store.is.autonavi.com/showpic/0051d9450d5412a5c22920daaf0ce39f
